14907|49176|0
36008|24482|0
46887|40026|-1
51185|197731|0
41552|16347|0
21487|60179|-1
50877|60822|0
47836|29075|0
29314|56730|0
9355|4739|0
35574|61315|-1
3549|21789|-1
3786|38426|-1
6939|24594|-1
51918|47441|0
18106|45561|0
12355|47147|0
5511|37090|-1
32590|32097|0
48362|8587|0
11280|46215|-1
2914|13901|-1
8896|42831|0
34867|48362|0
3303|47299|-1
23673|24516|0
8222|25068|0
16154|8222|0
9299|16477|-1
53652|100|-1
8220|17444|0
60501|50313|0
57111|51483|0
6772|199178|-1
48061|39821|0
7482|131627|-1
3356|47000|-1
199284|15725|-1
29140|38158|0
59318|45348|-1
6939|34572|-1
41722|6712|0
197524|47950|0
21195|197436|-1
60388|39775|-1
577|25689|-1
4637|17975|-1
39923|38880|0
4741|23925|1
19366|55291|-1
9002|51314|-1
31252|60501|0
262766|28260|0
30132|57634|0
4755|17541|-1
9680|14537|0
37474|112|0
24730|30132|0
8447|31383|0
6939|18616|-1
6939|12102|-1
50083|18106|0
59605|50324|0
199481|8220|0
13359|6362|-1
8513|20764|0
9002|57717|-1
22652|21724|0
44034|36236|0
174|44099|-1
8220|25255|0
31477|43777|-1
20965|7539|-1
262757|28126|0
46887|20339|-1
6461|19966|-1
22356|262620|0
26105|18809|1
8708|24858|-1
11666|32489|0
6939|47302|-1
44034|18106|0
21559|46869|-1
12713|1836|0
28126|28260|0
37100|31317|0
197898|49605|0
2854|47692|0
197595|37564|0
7660|131613|0
3257|59827|-1
20714|44630|-1
50453|199247|-1
42841|15935|0
42605|8220|0
8426|20799|0
2914|36001|-1
47474|197104|-1
13237|42085|0
59729|29067|-1
9121|58109|-1
262605|262757|0
56990|47441|0
31449|20811|0
22548|6507|0
25160|50304|0
3356|29575|-1
37640|2611|0
61232|59891|0
49463|559|0
2914|14609|-1
36236|52683|0
2160|2158|1
12389|57277|-1
43070|198564|-1
51823|8220|0
41221|8926|1
174|54614|-1
37271|2484|0
15773|9044|0
39591|34177|0
12883|44629|-1
11404|11090|0
9226|19812|-1
6939|58580|-1
50710|36236|0
27064|1590|1
10103|17555|-1
32354|26282|0
61215|16265|0
1273|25474|-1
47441|197309|0
199204|41695|0
3356|3914|-1
327960|37317|0
57344|31019|0
174|36796|-1
33941|36236|0
3356|26591|-1
44158|47789|-1
24516|9745|0
3549|15301|-1
9318|10167|-1
20484|15804|-1
59605|15895|0
30781|31424|0
30766|34177|0
28571|262775|0
55769|4826|0
6939|56682|-1
53070|28577|0
36236|53948|0
199624|39351|0
23473|36408|0
21385|13193|0
17511|7660|0
12722|39678|-1
13249|14907|0
1798|53597|0
27978|6429|-1
2914|24429|-1
5580|15703|-1
28260|52951|0
52320|24429|0
52320|28760|0
3356|14579|-1
13285|14537|0
20616|35775|-1
47541|14537|0
37613|50304|0
22925|19243|-1
13414|52320|0
9498|5087|-1
8708|15520|-1
50522|30132|0
61215|8220|0
15576|52055|0
13789|394183|-1
33763|13237|0
50304|34019|0
49808|13237|0
21232|49983|0
18101|3738|-1
47622|39351|0
10910|25781|-1
7018|40889|-1
36086|37468|0
56730|60171|0
262659|262662|-1
13030|27589|0
38001|47096|0
57695|37680|0
53152|53070|0
34019|31383|0
13760|19930|0
8648|45352|0
39156|51185|0
8331|60085|-1
18101|132941|-1
18881|262826|-1
5400|31262|-1
328388|2018|0
26512|54098|0
262775|262757|0
8359|42541|0
15704|56909|-1
3130|9318|0
31195|198973|-1
31424|41114|0
29687|57619|-1
6720|60517|0
8966|25220|0
50763|196879|0
6939|56911|-1
15576|59624|0
19893|40639|-1
4755|38219|-1
36351|34569|0
1299|57862|-1
3491|45896|-1
8492|8788|0
1267|29535|0
8816|20912|0
21127|5567|-1
9121|44389|-1
12741|34324|-1
8359|57629|-1
28329|52937|0
1239|30699|-1
3216|21479|-1
28683|327818|-1
6894|44882|0
17604|9821|0
14061|8487|0
24785|51849|-1
34224|15935|0
6720|197580|0
19782|11142|0
19551|7922|0
7474|45333|-1
28917|49060|-1
15435|51088|0
8916|6894|0
29405|3333|0
9031|15605|0
59655|20764|0
28716|41095|0
52593|262757|0
13285|8586|-1
39351|37564|0
8580|60346|-1
19930|19653|0
1741|6667|0
8468|28876|0
3257|58453|-1
42708|6730|0
198290|13285|0
37652|37100|0
3356|393339|-1
24889|42861|0
15547|15576|0
21385|29226|0
18705|47441|0
12552|50020|0
47329|198880|-1
36937|328312|-1
27034|27065|1
17975|7545|0
1299|22442|-1
5580|16795|-1
6939|17374|-1
4826|54588|0
12552|37560|-1
25596|37497|0
58511|41692|0
9002|50643|-1
1916|262668|-1
3333|3252|0
8218|6866|0
58138|59605|0
8220|55944|0
6461|188|-1
42473|49463|0
19016|30517|0
12179|2712|-1
37468|47441|0
34347|199191|-1
20912|49709|0
10310|1798|0
24313|7575|0
8641|25379|-1
7500|4777|0
10429|262541|-1
6461|32948|-1
20473|38504|-1
51405|42|0
28368|28225|-1
2497|9505|0
3549|21070|-1
1916|262323|0
5580|36385|-1
198385|38001|0
6939|14627|-1
6881|39817|0
56730|42369|0
9150|30132|0
38182|18106|0
53828|35788|0
8218|198018|0
43317|59605|0
39351|47195|0
29285|49380|1
3216|25549|-1
31216|29301|-1
12989|577|0
17554|20485|0
20811|34772|0
39122|50113|0
7342|27544|-1
28571|42385|0
28260|51191|0
28260|52661|0
12083|27217|-1
59605|15943|0
6939|3908|-1
812|16941|-1
3209|5400|0
31383|15576|0
3356|1267|-1
28929|2906|0
3356|7921|-1
3549|262594|-1
337|306|1
3356|14916|-1
47950|21013|0
11992|14979|-1
37662|22355|-1
46489|38001|0
4927|60501|0
47441|35640|0
47836|40805|0
28158|22548|0
10026|56136|0
2914|25279|-1
34769|31237|-1
8220|38719|0
42649|20562|0
15600|29208|0
9621|8220|0
2914|36080|-1
56376|49605|0
43414|42541|0
559|12350|0
6830|8608|-1
23947|3382|-1
51405|31529|0
8220|5517|-1
7015|27015|-1
58511|15802|0
15177|53828|0
30844|17557|0
196763|199424|-1
3238|8359|0
37100|43530|0
16242|47692|0
50083|50763|0
60501|61221|0
33287|19898|-1
58985|23673|0
10026|32806|0
56357|30844|0
714|36351|0
14868|52863|0
40805|24875|0
47622|49605|0
20485|59318|0
37187|34177|0
25227|199599|0
6661|38016|0
43996|14537|0
56630|1103|0
34295|51185|0
24203|23951|-1
262595|262317|0
12883|34190|-1
59675|40356|0
3352|198479|-1
36236|28667|0
50295|8220|0
198335|20764|0
8473|16347|0
37049|37656|0
13110|29501|-1
20804|29208|0
36351|9299|0
11666|31638|0
806|2653|1
262757|28669|0
2914|17113|-1
24482|35332|0
53085|52873|0
6939|48626|-1
3303|35276|-1
174|21235|-1
7381|46484|-1
174|19427|-1
262561|25933|0
8308|49420|-1
9125|12823|-1
5511|37552|-1
6939|9930|-1
3549|13581|-1
42344|38001|0
30132|50072|0
39737|58034|-1
29632|10026|0
49605|15398|0
50687|41722|0
6461|26476|-1
34470|56845|-1
25091|39090|0
22442|29829|-1
8896|1267|0
34224|13105|0
701|30690|-1
29504|197307|0
4637|19661|-1
1299|29990|-1
44050|37497|0
7029|17184|-1
57111|8544|0
16347|4761|0
13030|38082|0
60720|34089|-1
4581|19754|0
20485|17451|0
36351|10848|0
13030|24951|0
47836|50300|0
25220|8529|0
3302|60772|-1
20546|29226|0
328320|37497|0
262949|53070|0
9304|5583|0
33667|14388|-1
16347|18705|0
43545|6894|0
15694|29272|-1
18106|28716|0
1103|8447|0
209|21803|-1
51873|51768|0
25818|8218|0
38001|23673|0
38082|31742|0
35551|51185|0
2914|7819|-1
9513|9908|1
12859|9211|0
263142|53070|0
41695|35432|0
29404|680|0
49605|198184|0
60501|3238|0
8369|47842|-1
262647|14840|0
58552|48526|0
29030|47147|0
11404|17451|0
28917|42459|0
3064|22549|-1
49784|38880|0
1248|32354|0
47692|6910|0
3741|328312|-1
1126|34177|0
13768|2381|0
3257|22005|-1
35177|58084|-1
15412|48159|-1
4766|9850|-1
9002|34245|0
8220|9732|0
57734|36236|0
37468|327892|0
9044|34569|0
42541|6939|0
680|5501|-1
3352|20710|-1
35549|44377|-1
32425|48526|0
4809|328204|-1
209|36207|-1
21232|9092|0
2914|29788|-1
1764|1103|0
6939|198930|-1
58511|49614|0
15895|51950|-1
2686|5413|0
25933|53087|0
196925|12779|0
22645|13359|1
15547|13194|0
1267|32934|0
49909|5394|0
8968|2162|-1
12874|41325|-1
1299|35041|-1
9498|132778|-1
8816|9304|0
4635|22822|0
174|6551|-1
6939|13445|-1
1299|34347|-1
10026|47065|0
23947|132672|-1
31742|50316|0
328320|328337|0
3356|46458|-1
24482|10848|0
12779|21221|0
3216|42190|-1
13237|4766|0
701|26966|-1
52280|262213|-1
13951|6643|-1
49158|20764|0
40805|43404|0
23673|45496|0
24245|6404|-1
262612|28186|0
174|33260|-1
13101|1680|0
49788|50304|0
4750|131460|-1
21414|35266|0
47441|42632|0
56258|38753|-1
22773|39996|-1
7385|6619|0
8447|8953|0
51528|51279|-1
6830|49169|-1
14537|5392|0
8280|28186|0
6661|39704|0
4927|14361|0
38809|17561|-1
51185|197726|0
31133|5391|0
197853|39122|0
29226|198210|-1
7500|9957|0
263075|28183|0
327812|37179|0
1299|24202|-1
43013|10026|0
38333|41135|-1
132876|58682|0
15576|39063|0
33047|37100|0
24778|24867|-1
4635|20940|0
22356|51191|0
701|10823|-1
55410|23901|-1
6461|15278|-1
59689|58308|-1
6677|39472|-1
20001|7024|-1
60501|50010|0
28284|52863|0
3223|43289|-1
51405|34572|0
50911|8492|0
209|20352|-1
199599|49186|-1
3356|7311|-1
34288|14061|0
20932|40805|0
38001|12315|0
20940|39326|0
24295|58648|-1
16276|1916|0
60230|49463|0
28917|199483|0
35575|49485|-1
1267|12491|0
1968|46905|-1
33438|25152|0
7018|18513|-1
8462|12779|0
1239|25942|-1
36236|38040|0
4787|56240|-1
38016|29140|0
8151|28563|-1
1239|55265|-1
28186|55805|0
53115|262982|-1
3356|56638|-1
15773|6667|0
1103|42861|0
29686|29404|0
6939|15562|-1
6939|51582|-1
9848|17592|-1
52863|28183|0
8283|15802|0
197038|38880|0
12779|50837|0
6461|26057|-1
199324|24482|0
57588|57585|-1
15435|13414|0
52873|262669|0
34224|34868|0
39737|6667|0
22822|1280|0
3292|9158|0
50300|5413|0
58511|197692|0
8447|8368|0
39351|1880|0
12956|22927|-1
1299|25091|-1
21232|44444|0
27630|52320|0
38880|9443|0
20562|39179|0
2828|18957|-1
6939|45474|-1
1299|39647|-1
12956|21859|-1
43858|31424|0
34968|49605|0
6762|47626|-1
197731|8426|0
8422|5394|0
2895|7713|0
31133|24787|-1
8218|8632|0
174|39480|-1
23738|36236|0
14361|8781|0
19151|6774|0
10026|9293|0
3356|11089|-1
8763|34288|0
8220|60845|-1
31019|9197|0
1585|1554|1
25133|2895|0
262589|10310|0
33287|46469|-1
33491|7968|-1
26459|16735|0
39878|25091|0
9304|553|0
60501|50499|0
57111|196844|0
59605|25019|0
54113|1267|0
28260|45352|0
59655|37100|0
4637|6498|-1
42065|39351|0
20485|35320|0
14537|263009|0
2728|36351|0
26609|28571|0
20495|8220|0
8437|44353|-1
4181|15133|0
25933|263043|0
13977|36857|-1
4637|7575|0
3257|20878|-1
8220|3173|-1
8283|5394|0
174|20679|-1
58511|6456|0
21385|2603|0
174|6118|-1
37594|36892|-1
29226|25091|0
29226|12808|0
3356|10461|-1
38883|132448|-1
6939|24608|-1
45458|132479|-1
29140|52965|0
8492|38016|0
54994|31424|0
1267|38193|0
28307|3549|0
51185|47196|0
15802|9044|0
36236|53869|0
28917|25229|0
47147|21859|0
29075|1103|0
25933|8674|0
37179|328013|-1
57928|49463|0
53070|262743|0
45352|4844|0
52320|15933|0
52320|13054|0
33843|8220|0
197580|58511|0
174|29691|-1
12302|56744|-1
9902|18218|0
31250|6661|0
38001|45706|0
59414|48461|0
174|55203|-1
7018|4267|-1
8680|48768|-1
34288|13250|0
2687|4826|0
197216|8860|-1
174|50343|-1
9304|17555|-1
327850|328145|0
53070|52736|0
45352|14537|0
6830|31457|-1
8218|43966|0
174|394235|-1
58717|24389|-1
8220|39678|-1
49666|31549|-1
31133|5495|-1
33763|39122|0
16342|48633|-1
21859|24441|0
263075|28166|0
20001|25640|-1
41549|33891|0
31019|48296|0
12859|12931|0
21743|46498|-1
25091|198551|0
8859|13101|0
5690|22652|0
4323|26529|-1
8879|25220|0
7311|35998|-1
37239|327698|0
29802|7738|0
6830|12827|-1
35144|49622|-1
24482|10003|0
37100|199332|0
4657|2497|0
7018|30171|-1
34768|51185|0
9304|47692|0
19332|28378|-1
5394|37662|0
19016|1403|0
2914|12180|-1
4323|11962|-1
36236|7524|0
306|342|1
6762|12835|-1
8968|35006|-1
8758|12759|0
328064|2018|0
50304|199335|0
53828|32098|0
3491|9263|-1
262493|1916|0
22697|31019|0
4323|54417|-1
11664|14845|-1
12637|20924|0
31025|49605|0
33891|50533|0
6774|34762|-1
1680|3741|0
58552|20811|0
39072|29075|0
20969|30132|0
5588|42746|-1
25091|9498|0
3549|40276|-1
47441|48101|0
35226|39122|0
6881|25424|0
196925|20912|0
262317|28146|0
4323|22674|-1
2613|39405|0
11835|262757|0
15895|34288|0
31424|199248|0
47147|41692|0
40193|23473|0
51167|5394|0
34119|24482|0
174|2733|-1
263047|52987|0
6762|3163|-1
23473|20278|0
328145|54994|0
6939|12129|-1
43100|60595|-1
30094|4788|0
8218|12578|0
28250|22129|-1
37680|327761|0
32653|328333|0
1136|15377|0
41811|8262|0
2486|51185|0
3356|18759|-1
48526|9381|0
8220|50905|-1
3549|53719|-1
23738|7575|0
34141|31019|0
12693|37100|0
12361|43586|-1
1916|11802|-1
12696|198290|0
31424|23939|0
19551|30132|0
9009|39602|-1
4323|13492|-1
39156|40356|0
3549|19940|-1
263077|28220|0
5650|3728|-1
28329|52965|0
58511|58530|0
16735|53011|-1
37662|12389|0
44124|48446|-1
4800|9902|0
48200|12552|0
3269|198013|-1
6661|42543|0
59605|57111|0
16154|52320|0
29467|52320|0
3257|20650|-1
262589|3223|0
20712|198722|-1
39122|35753|0
1267|6834|0
20764|34141|0
51185|30929|0
31742|25605|0
60470|47950|0
15924|15897|-1
15547|8717|0
37680|328058|0
24785|48522|-1
53090|25933|0
20940|21342|1
14840|6505|0
57111|28788|0
33353|24516|0
29208|196819|0
3267|20549|-1
34019|12678|0
52863|262317|0
27630|20764|0
15435|4788|0
37239|39122|0
25933|28284|0
25408|13215|-1
21040|13237|0
9304|13237|0
10282|553|0
13045|29075|0
55536|9304|0
24482|35916|0
14026|28329|0
30844|262773|0
37179|37054|0
43541|60501|0
10834|262258|-1
13237|29259|0
786|56670|-1
8928|8308|0
174|60751|-1
22773|29729|-1
3356|32176|-1
48526|36236|0
25220|51862|0
7738|262547|-1
6830|49520|-1
1267|50113|0
42707|16347|0
5511|10282|-1
28634|53140|0
8492|8496|0
25151|13030|0
196925|8758|0
6128|18808|-1
58511|20676|0
9002|44943|-1
367|27030|-1
1299|53727|-1
3356|22652|-1
13237|8359|0
50673|197216|-1
46887|46519|-1
8968|35130|-1
9002|1140|0
197080|41695|0
58558|58823|1
8732|15850|-1
56654|8455|0
8966|38880|0
36351|1798|0
13335|4181|0
2854|24913|-1
7385|22557|-1
20764|7342|0
47441|34756|0
31424|25474|0
6720|21360|0
42044|39122|0
31424|31235|0
24482|198440|0
6461|12888|-1
60501|44994|0
16097|6667|0
33651|40039|-1
12399|3741|0
36236|39326|0
6830|5466|0
26088|32097|0
25220|198930|0
5588|51774|-1
60501|8553|0
13122|13101|0
56444|34288|0
3333|20546|0
50300|34953|0
15388|24482|0
8452|37003|-1
852|4837|0
60501|57734|0
8953|59605|0
31019|33353|0
174|12975|-1
42541|12695|0
8608|8426|0
9498|58405|-1
56340|24482|0
45671|55803|-1
8218|6659|0
53070|28647|0
9050|199498|-1
25180|36224|-1
37179|33763|0
6503|28519|-1
1887|24597|-1
61111|28917|0
32934|1239|0
48166|29479|0
8717|13193|0
11608|4258|1
38880|1547|0
3356|49605|-1
52873|262360|0
43531|8676|0
48399|51507|-1
50812|20485|0
53070|22177|0
15169|8426|0
10282|13030|0
28571|28670|0
7473|4651|-1
33491|22187|-1
33651|393355|-1
1103|49340|0
46887|18884|-1
196638|15800|-1
7015|36717|-1
1221|132203|-1
28876|25091|0
41095|12998|-1
12668|60947|-1
12808|8447|0
24516|45454|0
35805|49364|-1
35600|25091|0
1257|199154|-1
22690|30844|-1
1299|11096|-1
8697|9038|-1
12956|15594|-1
38001|27822|0
49605|34300|0
47172|3267|0
199204|29075|0
60501|20811|0
18106|4675|0
43350|8426|0
32062|7029|0
174|199668|-1
3549|53814|-1
43531|33353|0
12715|49835|-1
27064|724|1
8717|198280|-1
852|32121|-1
8167|28283|-1
27552|3384|-1
8492|57700|-1
54994|6894|0
16735|52632|-1
4657|11003|-1
812|5740|-1
54527|39962|-1
42841|4657|0
34224|327814|0
59605|5439|0
3216|50257|-1
198385|8447|0
47440|47429|-1
34288|47626|0
6739|28977|-1
12731|29380|-1
34288|286|0
26935|15199|-1
12989|13030|0
5588|25070|-1
6939|25885|-1
10886|5723|-1
3257|52101|-1
9002|35699|0
44503|49605|0
52720|10954|0
2119|25074|0
51069|57724|0
51185|39825|0
37680|37549|0
39821|15835|0
6461|13977|-1
38726|53340|0
7628|24516|0
3267|31042|0
8222|15933|0
5650|31843|-1
53187|25933|0
4922|19151|0
29075|21349|0
25293|34224|0
14061|58601|0
714|22652|0
4766|10034|-1
11796|16735|0
6939|327950|-1
8280|25091|0
58224|57574|-1
553|59605|0
6939|50522|-1
20811|15456|0
209|11261|-1
3267|43531|0
24482|16174|0
174|197075|-1
5580|9293|-1
20764|58952|0
6939|34688|-1
37100|12290|0
35699|36891|0
6922|16600|-1
3308|25111|-1
6939|12722|-1
18119|24347|-1
34209|53459|-1
38883|17561|0
5394|58226|0
24940|16347|0
50763|12779|0
2914|199335|-1
56190|8359|0
1680|47441|0
15605|199670|0
33651|1286|-1
4826|7012|0
6461|13750|-1
29314|50606|-1
33652|23458|-1
28889|36236|0
47363|10026|0
7029|53286|-1
30889|15576|0
20080|13030|0
1136|59554|0
23498|10808|-1
3356|23365|-1
174|13819|-1
3549|26178|-1
28125|28186|0
9299|39797|-1
263009|20932|0
6939|17077|-1
48526|33763|0
30781|49030|-1
38880|58682|0
6507|577|0
4323|4869|-1
38022|38906|-1
58511|55878|0
5391|15605|0
198736|37239|0
10026|31529|0
37027|15399|-1
8966|34177|0
49685|9044|0
327761|328145|0
13193|24482|0
3561|38191|-1
28665|22548|0
3269|33986|-1
6939|60893|-1
3356|7088|-1
39537|10026|0
6939|13816|-1
6939|35030|-1
198385|12480|0
34984|8386|-1
37468|43106|0
6939|26077|-1
1299|4648|-1
50763|57634|0
8447|15366|0
7606|18117|0
4181|8359|0
40356|15547|0
197000|3303|0
28788|197595|0
3356|30013|-1
23498|47102|-1
48526|50754|0
8492|41109|0
56730|20799|0
174|12804|-1
174|1408|-1
55824|55433|-1
60501|9026|0
53070|28169|0
36236|262614|0
328317|37680|0
17378|3303|0
7303|28065|-1
34224|16024|0
10026|6661|0
17639|23673|0
57111|48719|0
30132|50469|0
174|32171|-1
7018|17233|-1
17439|132542|-1
15766|15547|0
5588|31676|-1
12480|6661|0
16735|52748|-1
48362|39647|0
20485|30960|-1
43531|7342|0
56030|45177|0
57111|28757|0
46887|18628|-1
3216|5495|-1
49463|48296|0
21345|14907|0
3356|18815|-1
8487|39122|0
8468|12876|0
8283|8881|0
8607|41095|0
48971|3250|-1
42431|43578|0
328315|37468|0
2686|15840|-1
57724|51380|0
24482|197589|0
6939|27618|-1
4766|45407|-1
15576|9050|0
4258|52320|0
7738|263108|-1
6894|29030|0
23738|50304|0
42541|60388|0
32787|17209|-1
39202|14537|0
2914|3927|-1
12552|39658|-1
29479|47869|0
3856|55818|0
7018|32461|-1
9009|34288|0
30781|197662|-1
262323|263075|0
9498|45264|-1
28114|11058|0
51185|33011|0
262317|52674|0
24875|58299|0
19693|1403|0
5580|33371|-1
46887|23500|-1
34177|57363|0
7018|2165|-1
19399|8220|0
9318|33986|0
9121|15464|-1
2914|36143|-1
6453|42912|-1
4181|10788|-1
12969|31441|-1
20886|20932|0
33132|47032|-1
6762|7162|-1
28917|5518|0
4637|60825|-1
1140|50629|0
37100|21476|0
8301|36351|0
4628|59605|0
7473|12859|0
29119|48427|-1
8190|8607|0
702|7926|-1
39202|8426|0
61349|28917|0
6939|61325|-1
34177|196670|0
51159|50300|0
24745|39543|0
10026|9924|0
24995|44360|-1
2018|328270|0
8767|44973|-1
36408|16347|0
7473|9226|-1
3549|27989|-1
4323|19352|-1
28260|25560|0
13208|56730|0
7029|23162|-1
25091|196812|0
53070|262856|0
3327|50794|-1
41967|51874|-1
21497|34867|-1
43341|45352|0
37282|37207|-1
45577|24516|0
3255|50648|-1
1299|30953|-1
9070|48115|-1
23520|28053|-1
34019|15965|0
9997|36236|0
9002|196847|-1
8758|41405|0
41095|32934|0
35805|8455|0
47104|2895|0
3549|10617|-1
53170|36236|0
9503|56304|-1
11404|6146|-1
6939|8767|0
51185|41606|0
7385|32916|-1
4128|3402|0
42004|6894|0
40191|54182|0
50629|21414|0
22995|7575|0
37640|327889|0
8218|8400|0
36236|59439|0
44974|38880|0
47692|59970|0
6894|49401|0
8400|29208|0
7545|45768|-1
58511|21099|0
3786|7626|-1
50384|39805|-1
45437|55765|-1
4637|56308|0
8283|39022|0
25946|11666|0
9002|4651|0
38726|9286|0
8220|16353|0
22548|53008|0
12350|8966|0
15576|34953|0
6939|45590|-1
14793|26809|-1
4844|45706|0
2895|31277|0
32653|15022|0
4713|17940|-1
33483|13760|0
2854|16347|0
6830|4837|0
209|26424|-1
8426|31216|0
174|6199|-1
3352|16383|-1
15941|58511|0
25220|44882|0
8468|12637|0
12042|20239|-1
8220|15805|0
5602|51185|0
3261|47940|-1
2764|18119|-1
174|29301|-1
33891|25074|0
38001|60679|-1
263047|42473|0
28571|28146|0
51185|51531|0
48145|13237|0
21021|25091|0
174|11574|-1
11666|14609|0
198290|20562|0
39543|49786|-1
4323|22507|-1
21320|12578|0
17939|38001|0
12956|35228|-1
37100|197669|0
41692|52320|0
21314|50300|0
9318|54527|0
24167|8447|0
12874|199649|-1
40191|393636|0
197922|34177|0
45489|30844|0
14061|56630|0
9036|47950|0
41695|18059|0
3352|24592|-1
60501|28685|0
42961|25152|0
42473|4230|0
6939|36040|-1
28875|1764|0
48885|43531|0
6461|198949|-1
39392|21430|-1
8492|51399|0
18106|25520|0
28186|15941|0
2914|22773|-1
45903|55317|-1
1299|27381|-1
38182|6661|0
15605|12941|0
20562|15412|0
28775|197896|-1
55482|21433|-1
328145|56329|0
174|23486|-1
42861|39351|0
198018|198385|0
25091|5539|0
11915|40477|-1
44400|47843|-1
47605|196655|-1
6421|58894|-1
51185|50370|0
8220|29624|0
9044|8804|0
21101|58308|0
39651|14061|0
7018|46827|-1
41811|16303|0
57119|43100|0
20562|42315|-1
3491|25780|-1
29834|32354|0
32787|3457|-1
4826|45349|0
31577|41876|-1
49463|25151|0
199121|15547|0
20860|39451|-1
2914|61323|-1
7473|7568|-1
29226|6846|0
15412|199396|0
25019|54363|-1
5578|198543|-1
3356|262469|-1
11014|28066|-1
41794|25091|0
1221|55876|-1
47474|8468|0
36236|41811|0
35432|198385|0
3356|7270|-1
1680|198484|-1
6830|42760|-1
50304|13122|0
36236|28590|0
3786|17840|-1
37271|15695|-1
174|14554|-1
5089|19637|-1
21548|5645|0
36944|9044|0
18182|24168|-1
6866|8222|0
13768|50300|0
40356|8400|0
49375|45352|0
3303|50476|-1
35266|59897|-1
13237|25560|0
32787|12779|0
1916|263071|0
34636|47262|-1
174|60483|-1
12552|51050|0
3320|42605|-1
2914|23746|-1
1916|11097|-1
2854|58257|-1
50218|60553|-1
8554|51185|0
44843|56724|-1
38809|9310|0
33657|19574|-1
52075|34177|0
8445|35369|0
3856|22356|0
3356|32075|-1
6894|196925|0
36236|263072|0
50763|47522|0
8928|199509|-1
8816|8283|0
32097|7575|0
10000|36236|0
11404|19653|0
3257|36483|-1
6830|42000|0
7545|56062|-1
13030|49983|-1
174|11522|-1
9498|49463|0
33132|20080|0
3356|35904|-1
12956|6057|-1
12025|50292|-1
57111|6734|0
1273|29613|-1
3333|26667|0
7018|46197|-1
3462|1659|-1
58682|8220|0
15606|553|0
28685|36236|0
132203|29208|0
5580|10910|-1
7575|27630|0
51184|12307|0
2603|6677|0
3356|13517|-1
7018|19449|-1
36236|21385|0
29314|8468|0
4181|23467|0
174|25180|-1
8717|44886|-1
1103|9115|0
38880|28801|0
3302|44747|-1
29104|29075|0
14742|33292|-1
3252|50763|0
44974|34177|0
39373|13237|0
4651|23673|0
49605|5605|0
3491|45474|-1
2854|51721|-1
3112|26894|-1
53135|263047|0
5602|41624|0
49605|25220|0
3320|44949|-1
2907|55912|-1
8283|41041|0
9115|49463|0
16083|2119|0
40061|23342|-1
35415|16255|-1
44735|31019|0
7029|33596|-1
38001|8426|0
41811|41690|0
8220|48463|-1
36236|47195|0
29933|19653|0
56647|14907|0
5394|23889|0
702|35405|-1
198385|30081|0
9002|57811|-1
4750|45959|1
14115|37640|0
33588|54358|-1
25220|2852|0
2603|19754|0
8866|31522|-1
34288|21414|0
22822|1103|0
43852|21050|-1
8218|36692|0
262317|28153|0
12290|48526|0
8492|47764|0
29479|199168|0
1798|6407|0
